09000000 NewTextTable
08023E7C .thumb
08023E7C PickCommandUsability
08023F64 .thumb
08023F64 SupplyUsability
080240EC .thumb
080240EC ArenaCommandUsability
08024144 .thumb
08024144 ArenaCommandEffect
0802418C .thumb
0802418C StealCommandUsability
080241DC .thumb
080241DC StealCommandEffect
0802421C .thumb
0802421C StealTargetSelection_OnInit
08024304 .thumb
08024304 StealItemMenuCommand_Usability
08024348 .thumb
08024348 StealItemMenuCommand_Draw
0802439C .thumb
0802439C StealItemMenuCommand_Effect
0802467C .thumb
0802467C RescueSelection_OnConstruction
0802469C .thumb
0802469C RescueSelection_OnChange
080246C0 .thumb
080246C0 DropSelection_OnConstruction
08024768 .thumb
08024768 TradeTargetSelection_OnInit
08024884 .thumb
08024884 nullsub_27
080248C4 .thumb
080248C4 RideCommandUsability
08024920 .thumb
08024920 RideCommandEffect
080249AC .thumb
080249AC AttackCommandUsability
08024A28 .thumb
08024A28 AttackBallistaCommandUsability
08024BF4 .thumb
08024BF4 nullsub_26
08024CEC .thumb
08024CEC GetPhaseAbleUnitCount
08024D8C .thumb
08024D8C AreAllegiancesAllied
08024DA4 .thumb
08024DA4 AreAllegiancesEqual
08024DBC .thumb
08024DBC GetCurrentPhase
08024DD0 .thumb
08024DD0 IsNotEnemyPhaseMaybe
08024DE8 .thumb
08024DE8 GetPartyGoldAmount
08024E04 .thumb
08024E04 SetPartyGoldAmount
08024E20 .thumb
08024E20 AddPartyGoldAmount
08024EAC .thumb
08024EAC ForEachUnitInRange
08024F18 .thumb
08024F18 ForEachPosInRange
08024F70 .thumb
08024F70 ForEachAdjacentUnit
08024FA4 .thumb
08024FA4 ForEachAdjacentPosition
08025038 .thumb
08025038 ForEachPosIn12Range
0802506C .thumb
0802506C ForEachUnitInMagBy2Range
080250BC .thumb
080250BC TryAddTrapsToTargetList
0802517C .thumb
0802517C AddUnitToTargetListIfNotAllied
080251B4 .thumb
080251B4 MakeTargetListForWeapon
0802521C .thumb
0802521C TryAddUnitToTradeTargetList
080252D0 .thumb
080252D0 MakeTradeTargetList
08025344 .thumb
08025344 TryAddUnitToRescueTargetList
080253B4 .thumb
080253B4 MakeRescueTargetList
080253E8 .thumb
080253E8 TryAddToDropTargetList
08025440 .thumb
08025440 MakeDropTargetList
08025474 .thumb
08025474 TryAddRescuedUnitToTakeTargetList
080254E0 .thumb
080254E0 MakeTakeTargetList
08025644 .thumb
08025644 MakeTargetListForSupport
080256F0 .thumb
080256F0 AddUnitToTargetListIfAllied
08025728 .thumb
08025728 FillBallistaRangeMaybe
08025794 .thumb
08025794 TryAddClosedDoorToTargetList
080257D4 .thumb
080257D4 TryAddBridgeToTargetList
08025814 .thumb
08025814 MakeTargetListForDoorAndBridges
080258A4 .thumb
080258A4 MakeTargetListForPick
08025904 .thumb
08025904 MakeTerrainHealTargetList
080259EC .thumb
080259EC MakePoisonDamageTargetList
08025A64 .thumb
08025A64 MakeGorgonEggHatchTargetList
08025BA0 .thumb
08025BA0 AddAsTarget_IfCanStealFrom
08025C00 .thumb
08025C00 MakeTargetListForSteal
08025C34 .thumb
08025C34 AddAsTarget_IfPositionCleanForSummon
08025CA4 .thumb
08025CA4 ListSummonTargets
08025E28 .thumb
08025E28 TryAddUnitToHealTargetList
08025E7C .thumb
08025E7C MakeTargetListForAdjacentHeal
08025EB0 .thumb
08025EB0 MakeTargetListForRangedHeal
08025EFC .thumb
08025EFC AddToTargetListIfNotAllied
08025F44 .thumb
08025F44 MakeTargetListForFuckingNightmare
08025F98 .thumb
08025F98 TryAddUnitToRestoreTargetList
08025FE8 .thumb
08025FE8 MakeTargetListForRestore
0802601C .thumb
0802601C TryAddUnitToBarrierTargetList
0802606C .thumb
0802606C MakeTargetListForBarrier
080260A0 .thumb
080260A0 TryAddUnitToRescueStaffTargetList
080260D8 .thumb
080260D8 MakeTargetListForRescueStaff
08026100 .thumb
08026100 TryAddUnitToSilenceTargetList
0802614C .thumb
0802614C TryAddUnitToSleepTargetList
08026198 .thumb
08026198 TryAddUnitToBerzerkTargetList
080261E4 .thumb
080261E4 MakeTargetListForSilence
0802620C .thumb
0802620C MakeTargetListForSleep
08026234 .thumb
08026234 MakeTargetListForBerserk
0802625C .thumb
0802625C TryAddUnitToWarpTargetList
08026294 .thumb
08026294 MakeTargetListForWarp
080262C8 .thumb
080262C8 MakeTargetListForUnlock
080262FC .thumb
080262FC TryAddUnitToHammerneTargetList
08026354 .thumb
08026354 MakeTargetListForHammerne
08026388 .thumb
08026388 MakeTargetListForLatona
080264F0 .thumb
080264F0 MakeTargetListForMine
08026580 .thumb
08026580 MakeTargetListForLightRune
080265B4 .thumb
080265B4 TryAddUnitToDanceRingTargetList
080265E4 .thumb
080265E4 MakeTargetListForDanceRing
08026628 .thumb
08026628 LoadMapSpritePalettes
08026688 .thumb
08026688 SMS_Init
080266F0 .thumb
080266F0 SMS_80266F0
0802677C .thumb
0802677C SMS_SomethingGmapUnit
080267FC .thumb
080267FC SMS_RegisterUsage
080268C8 .thumb
080268C8 SomethingSMS_16x16_0
0802695C .thumb
0802695C SomethingSMS_16x16
08026A38 .thumb
08026A38 SomethingSMS_16x32
08026B28 .thumb
08026B28 SomethingSMS_32x32
08026F2C .thumb
08026F2C SMS_SyncDirect
08026F94 .thumb
08026F94 SMS_SyncIndirect
0802713C .thumb
0802713C GetUnitBattleMapSpritePaletteIndex
08027168 .thumb
08027168 GetUnitMapSpritePaletteIndex
080271A0 .thumb
080271A0 SMS_UpdateFromGameData
0802736C .thumb
0802736C SMS_GetNewInfoStruct
080273A4 .thumb
080273A4 SMS_DisplayAllFromInfoStructs
08027428 .dbl:0004
08027428 jpt_802741A
08027530 .thumb
08027530 DisplayChapterTileMarker
080275E8 .thumb
080275E8 DisplayUnitAdditionalBlinkingIcons
080276D8 .dbl:0004
080276D8 jpt_80276D0
08027A40 .thumb
08027A40 ResetMapSpriteHoverTimer
08027A4C .thumb
08027A4C HandleMapSpriteCursorHover
08027F28 .thumb
08027F28 SMS_DisplayOne
0802810C .thumb
0802810C HideUnitSMS
08028130 .thumb
08028130 ShowUnitSMS
08028144 .thumb
08028144 GetUnitStandingSpriteDataFlagThing
080281C8 .thumb
080281C8 GetROMUnitSupportCount
080281DC .thumb
080281DC GetROMUnitSupportingId
080281F4 .thumb
080281F4 GetUnitSupportingUnit
0802823C .thumb
0802823C GetSupportLevelBySupportIndex
08028264 .thumb
08028264 GetUnitTotalSupportLevels
08028290 .thumb
08028290 AddSupportPoints
08028310 .thumb
08028310 CanUnitSupportCommandWith
0802838C .thumb
0802838C GetUnitStartingSupportValue
080283A8 .thumb
080283A8 GetSupportDataIdForOtherUnit
080283E0 .thumb
080283E0 ClearUnitSupports
08028434 .thumb
08028434 ProcessSupportGains
0802852C .thumb
0802852C GetSupportBonusEntryPtr
08028550 .thumb
08028550 StoreAddedAffinityBonusesForSupportLevel
080285B0 .thumb
080285B0 GetUnitSupportBonuses
0802878C .thumb
0802878C CanUnitsStillSupportThisChapter
080287D4 .thumb
080287D4 SwapUnitStats
08028870 .thumb
08028870 CanUnitUseItem
080288B0 .dbl:0004
080288B0 jpt_80288AA
08028C2C .dbl:0004
08028C2C jpt_8028C26
08028E60 .thumb
08028E60 ItemEffect_Call
08028E8C .dbl:0004
08028E8C jpt_8028E86
08029068 .thumb
08029068 IsGeneratedTargetListEmpty
0802907C .thumb
0802907C CanUseHealingItem
080290A0 .thumb
080290A0 CanUsePureWater
080290B8 .thumb
080290B8 CanUseTorch
080290E4 .thumb
080290E4 CanUseAntidote
080290FC .thumb
080290FC CanUseChestKey
08029138 .thumb
08029138 CanUseDoorKey
0802914C .thumb
0802914C CanOpenBridge
08029160 .thumb
08029160 CanUseLockpick
080291A8 .thumb
080291A8 CanUsePromotionItem
0802921C .dbl:0004
0802921C jpt_8029212
0802940C .thumb
0802940C CanUseStatBooster
08029504 .thumb
08029504 CanUseJunaFruit
0802951C .thumb
0802951C EndItemEffectSelectionThing
08029550 .thumb
08029550 GenericStaffSelection_OnSelect
08029568 .thumb
08029568 PrepareTargetSelectionForRescueStaff
080295A8 .thumb
080295A8 SetupTargetSelectionForGenericStaff
080295E8 .thumb
080295E8 WarpTargetPosSelect_Init
0802969C .thumb
0802969C WarpTargetPosSelect_Loop
080297D0 .thumb
080297D0 WarpTargetPosSelect_Confirm
0802980C .thumb
0802980C WarpTargetPosSelect_Cancel
08029840 .thumb
08029840 WarpTargetPosSelect_Destruct
08029854 .thumb
08029854 WarpTargetSelection_OnSelect
0802987C .thumb
0802987C SetupWarpTargetSelection
080298F0 .thumb
080298F0 PrepareTargetSelectionForMineAndLightRune
08029944 .thumb
08029944 HammerneTargetSelection_OnSelect
080299B8 .thumb
080299B8 SetupHammerneUseSelection
08029A08 .thumb
08029A08 HammerneTargetSelection_OnChange
08029A2C .thumb
08029A2C HammerneTargetSelection_OnInit
08029A48 .thumb
08029A48 nullsub_24
08029B8C .thumb
08029B8C PrepareTargetSelectionForHeal
08029BC8 .thumb
08029BC8 PrepareTargetSelectionForRestoreStaff
08029CA0 .thumb
08029CA0 PrepareTargetSelectionForOffensiveStaff
08029D28 .thumb
08029D28 GenericSelection_DeleteBBAndBG
08029D98 .thumb
08029D98 TorchTargetPosSelect_Init
08029DF0 .thumb
08029DF0 TorchTargetSelection_Loop
08029ED8 .thumb
08029ED8 NewTorchStaffSelection
08029F00 .thumb
08029F00 CanUnitUseItemPrepScreen
08029F34 .dbl:0004
08029F34 jpt_8029F2C
0802A2F4 .thumb
0802A2F4 BATTLE_SyncMapFromBattle
0802A318 .thumb
0802A318 SimulateBattle
0802A364 .thumb
0802A364 SimulateBattleBallista
0802A400 .thumb
0802A400 SetupBattleStructFromUnitAndWeapon
0802A52C .thumb
0802A52C RollRNIfBattleStarted
0802A558 .thumb
0802A558 Roll2RNIfBattleStarted
0802A584 .thumb
0802A584 InitBattleUnitFromUnit
0802A668 .thumb
0802A668 CopyUnitToBattleStructRawStats
0802A6A0 .thumb
0802A6A0 WriteBattleStructTerrainBonuses
0802A6DC .thumb
0802A6DC BattleSetupTerrainData
0802A730 .thumb
0802A730 SetupBattleWeaponData
0802A778 .dbl:0004
0802A778 jpt_802A770
0802A918 .thumb
0802A918 SetupBattleBallistaWeaponData
0802A95C .thumb
0802A95C FillPreBattleStats
0802A9A8 .thumb
0802A9A8 FillBattleStats
0802A9D0 .thumb
0802A9D0 BattleApplyMiscBonuses
0802AA44 .thumb
0802AA44 BattleLoadDefense
0802AAA4 .thumb
0802AAA4 LoadRawDefense
0802AABC .thumb
0802AABC BattleLoadAttack
0802AB74 .thumb
0802AB74 BattleLoadAS
0802ABAC .thumb
0802ABAC BattleLoadHit
0802ABE4 .thumb
0802ABE4 BattleLoadAvoid
0802AC18 .thumb
0802AC18 BattleLoadCrit
0802AC54 .thumb
0802AC54 BattleLoadDodge
0802AC60 .thumb
0802AC60 ComputeHit
0802AC90 .thumb
0802AC90 ComputeCrit
0802ACF8 .thumb
0802ACF8 ComputeLethalityChance
0802AD54 .thumb
0802AD54 BattleApplySRankBonuses
0802AD90 .thumb
0802AD90 BattleComputeBuffStatus
0802ADCC .thumb
0802ADCC ComputeSpecialWeapons
0802AE90 .thumb
0802AE90 ClearRounds
0802AED0 .thumb
0802AED0 MakeBattle
0802AF7C .thumb
0802AF7C GetBattleUnitPointers
0802AF90 .thumb
0802AF90 BattleCheckDoubling
0802B018 .thumb
0802B018 MakeBattleRound
0802B080 .thumb
0802B080 GetBattleHitCount
0802B094 .thumb
0802B094 BattleCheckBrave
0802B0CC .thumb
0802B0CC CheckForTriangleAttack
0802B1C4 .thumb
0802B1C4 UpdateBattleStats
0802B1F4 .thumb
0802B1F4 RollForSureShot
0802B278 .thumb
0802B278 RollForPierce
0802B2E8 .thumb
0802B2E8 RollForGreatShield
0802B38C .thumb
0802B38C RollForLethality
0802B3D0 .thumb
0802B3D0 NullifyBattleDamageIfUsingStone
0802B3EC .thumb
0802B3EC GenerateCurrentRoundData
0802B578 .thumb
0802B578 UpdateBattleTriangleAttackData
0802B600 .thumb
0802B600 CurrentRound_ComputeWeaponEffects
0802B83C .thumb
0802B83C MakeNextBattleHitRound
0802B9A0 .thumb
0802B9A0 GetStatIncrease
0802B9C4 .thumb
0802B9C4 GetAutoleveledStat
0802B9F4 .thumb
0802B9F4 CanUnitNotLevelUp
0802BA28 .thumb
0802BA28 CheckForLevelUp
0802BF24 .thumb
0802BF24 CheckForLevelUpCaps
0802C028 .thumb
0802C028 SaveUnitsFromBattle
0802C0B4 .thumb
0802C0B4 GetBattleNewWExp
0802C1B0 .thumb
0802C1B0 BattleUnit_DidWRankGoUp
0802C1EC .thumb
0802C1EC UpdateUnitFromBattleUnit
0802C300 .thumb
0802C300 UpdateBallistaUsesFromBattle
0802C334 .thumb
0802C334 NullSomeStuff
0802C344 .thumb
0802C344 GetUnitEffectiveLevel
0802C398 .thumb
0802C398 GetUnitEffectivePowerLevel
0802C534 .thumb
0802C534 ComputeExpFromBattle
0802C5B8 .thumb
0802C5B8 HandleItemExpGain
0802C638 .thumb
0802C638 GetBattleUnitStaffExp
0802C6A0 .thumb
0802C6A0 ActiveBattleUnitAdd10Exp
0802C6EC .thumb
0802C6EC SetupBattleUnitEquippedWeapon
0802C76C .thumb
0802C76C BattleReverseWTriangeEffect
0802C7C0 .thumb
0802C7C0 BattleApplyWeaponTriangle
0802C844 .thumb
0802C844 DoSomeBattleWeaponStuff
0802C8C4 .thumb
0802C8C4 MakeSnagBattleTarget
0802C948 .thumb
0802C948 FillSnagBattleStats
0802C984 .thumb
0802C984 SaveSnagWallFromBattle
0802CA14 .thumb
0802CA14 BeginBattleAnimations
0802CAF8 .thumb
0802CAF8 PrintBattleUnitsDebugInfo
0802CAFC .thumb
0802CAFC PrintBattleRoundDebugInfo
0802CB24 .thumb
0802CB24 SetupSubjectBattleUnitForStaff
0802CBC8 .thumb
0802CBC8 SetupTargetBattleUnitForStaff
0802CC1C .thumb
0802CC1C UpdateActiveUnitFromBattle
0802CC38 .thumb
0802CC38 FinishUp10ExpBattle
0802CC54 .thumb
0802CC54 FinishUpItemBattle
0802CCDC .thumb
0802CCDC GetStaffAccuracy
0802CE88 .thumb
0802CE88 IsCurrentBattleTriangleAttack
0802CE9C .thumb
0802CE9C BattleUnit_DidWeaponBreak
0802CEC8 .thumb
0802CEC8 CurrentRound_ComputeDamage
0802D2E0 .thumb
0802D2E0 TradeMenu_802D2E0
0802D474 .thumb
0802D474 TradeMenu_InitTextHandles
0802D4A8 .thumb
0802D4A8 TradeMenu_RefreshItemText
0802D794 .thumb
0802D794 TradeMenu_InitGraphics
0802D820 .thumb
0802D820 TradeMenu_802D820
0802D834 .thumb
0802D834 TradeMenu_802D834
0802D918 .thumb
0802D918 TradeMenu_802D918
0802D980 .thumb
0802D980 TradeMenu_802D980
0802DAAC .thumb
0802DAAC TradeMenu_802DAAC
0802DAFC .thumb
0802DAFC TradeMenu_802DAFC
0802DB48 .thumb
0802DB48 TradeMenu_802DB48
0802DD6C .thumb
0802DD6C StartTradeMenu
0802DF48 .dbl:0004
0802DF48 jpt_802DF38
0802E140 .thumb
0802E140 TradeMenu_802E140
0802E1C8 .thumb
0802E1C8 ResetTraps
0802E1F0 .thumb
0802E1F0 GetTrapAt
0802E24C .thumb
0802E24C GetSpecificTrapAt
0802E2B8 .thumb
0802E2B8 AddTrap
0802E2E0 .thumb
0802E2E0 AddTrapExt
0802E2FC .thumb
0802E2FC RemoveTrap
0802E314 .thumb
0802E314 AddFireTrap
0802E330 .thumb
0802E330 AddGasTrap
0802E350 .thumb
0802E350 AddArrowTrap
0802E388 .thumb
0802E388 AddTrap8
0802E398 .thumb
0802E398 AddTrap9
0802E3A8 .thumb
0802E3A8 AddSnagsAndWalls
0802E430 .thumb
0802E430 ApplyTrapMapChanges
0802E470 .thumb
0802E470 UpdateAllLightRunes
0802E4AC .thumb
0802E4AC GetTrapExt1At
0802E4F4 .thumb
0802E4F4 GetMapChangesPointerById
0802E530 .thumb
0802E530 GetMapChangesIdAt
0802E58C .thumb
0802E58C ApplyMapChangesById
0802E5F8 .thumb
0802E5F8 AddMapChange
0802E60C .thumb
0802E60C RemoveMapChange
0802E638 .thumb
0802E638 AreMapChangeTriggered
0802E660 .thumb
0802E660 HideIfUnderRoof
0802E690 .thumb
0802E690 UpdateUnitsUnderRoof
0802E6F0 .thumb
0802E6F0 AddToTargetListFromPos
0802E710 .thumb
0802E710 AddArrowTrapTargetsToTargetList
0802E83C .thumb
0802E83C MakeTargetListForTurnTrapDamage
0802E9A8 .thumb
0802E9A8 CountDownTraps
0802E9D0 .thumb
0802E9D0 ResetCounterForCountedDownTraps
0802EA58 .thumb
0802EA58 AddLightRune
0802EA90 .thumb
0802EA90 RemoveLightRune
0802EAC0 .thumb
0802EAC0 HandleTrapDecay
0802EB10 .thumb
0802EB10 BattleSomethingTrapChangeTerrain
0802EB50 .thumb
0802EB50 NullAllLightRunesTerrain
0802EB8C .thumb
0802EB8C GetTrap
0802EB98 .thumb
0802EB98 ExecStandardHeal
0802EC20 .thumb
0802EC20 ExecRestore
0802ECD0 .thumb
0802ECD0 GetRescueStaffeePosition
0802EEF8 .thumb
0802EEF8 ExecRescueStaff
0802EFAC .thumb
0802EFAC ExecWarpStaff
0802F010 .thumb
0802F010 ExecStatusStaff
0802F154 .thumb
0802F154 ExecFortify
0802F274 .thumb
0802F274 ExecUnlock
0802F2B4 .thumb
0802F2B4 ExecHammerne
0802F30C .thumb
0802F30C ExecLatona
0802F380 .thumb
0802F380 ExecSomeSelfHeal
0802F808 .thumb
0802F808 ApplyStatBoosterAndGetMessageId
0802F8B8 .dbl:0004
0802F8B8 jpt_802F8B2
0802F914 .thumb
0802F914 ExecStatBooster
0802FA4C .thumb
0802FA4C ExecItemMine
0802FB88 .thumb
0802FB88 ExecTorchStaff
0802FC48 .thumb
0802FC48 ActionStaffDoorChestUseItem
0802FC90 .dbl:0004
0802FC90 jpt_802FC82
0802FFB4 .thumb
0802FFB4 ActionPick
080300F4 .thumb
080300F4 SetupGameVBlankProc_TileAnimations
08030138 .thumb
08030138 GameVBlankProc_Destructor
08030144 .thumb
08030144 GameVBlankProc_Loop
08030150 .thumb
08030150 StartGameVBlankProc
08030174 .thumb
08030174 EndGameVBlankProc
08030184 .thumb
08030184 LockGameGraphicsLogic
080301B8 .thumb
080301B8 UnlockGameGraphicsLogic
080301F4 .thumb
080301F4 SetupOAMSpliceForWeather
0803020C .dbl:0004
0803020C jpt_8030204
08030710 .thumb
08030710 nullsub_12
08030AA8 .dbl:0004
08030AA8 jpt_8030A9E
08030B34 .thumb
08030B34 SetupWeatherGraphics_Maybe
08030B50 .dbl:0004
08030B50 jpt_8030B46
08030BA4 .thumb
08030BA4 UpdateWeatherGraphics
08030BC4 .dbl:0004
08030BC4 jpt_8030BB8
08030C7C .thumb
08030C7C SetupWeather
08030C94 .thumb
08030C94 GetTextSpeed
08030CF4 .thumb
08030CF4 InitClearChapterState
08030DD8 .thumb
08030DD8 ResetGameState
08030E04 .thumb
08030E04 StartChapter
08030FE4 .thumb
08030FE4 GameControl_StartResumedGame
08031080 .dbl:0004
08031080 jpt_8031064
08031178 .thumb
08031178 LoadGameCoreGfx2
080311A8 .thumb
080311A8 ReloadGameCoreGraphics
080311BC .thumb
080311BC StartMapMain
080311F0 .thumb
080311F0 EndBMAPMAIN
08031214 .thumb
08031214 ChapterEndUnitCleanup
08031300 .thumb
08031300 MapMain_ResumeFromPhaseIdle
0803133C .thumb
0803133C MapMain_ResumeFromAction
080313BC .thumb
080313BC MapMain_ResumeFromBerserkPhase
080313F8 .thumb
080313F8 MapMain_ResumeFromArena
08031474 .thumb
08031474 MapMain_ResumeFromPhaseSwitch
080314E4 .thumb
080314E4 GetTacticianNameString
080314EC .thumb
080314EC SetTacticianName
08031500 .thumb
08031500 GetConvoyItemArray
08031508 .thumb
08031508 ClearConvoyItems
0803152C .thumb
0803152C ShrinkConvoyItemList
08031570 .thumb
08031570 GetConvoyItemCount
08031594 .thumb
08031594 AddItemToConvoy
080315E4 .thumb
080315E4 GetConvoyItemSlot
0803161C .thumb
0803161C HasConvoyAccess
080316C4 .thumb
080316C4 InitUnitStack
080316E0 .thumb
080316E0 PushUnit
08031714 .thumb
08031714 LoadPlayerUnitsFromUnitStack
08031754 .thumb
08031754 LoadPlayerUnitsFromUnitStack2
08031794 .thumb
08031794 PrepareArenaStruct
08031874 .thumb
08031874 PrepareArena
08031890 .thumb
08031890 PrepareArena2
080318B4 .thumb
080318B4 GetUnitBestWRankType
080318E0 .thumb
080318E0 GetClassBestWRankType
08031928 .dbl:0004
08031928 jpt_8031922
080319D8 .thumb
080319D8 IsWeaponMagic
080319F8 .thumb
080319F8 GetNearLevel
08031A14 .thumb
08031A14 GetUnitArenaWeight
08031A84 .thumb
08031A84 LoadArenaOpponentStruct
08031B70 .thumb
08031B70 LoadArenaWeapons
08031BC0 .thumb
08031BC0 GetArenaBetterItem
08031C10 .thumb
08031C10 PrepareBalancedArenaFight
08031D58 .thumb
08031D58 AdjustArenaOpponentPower
08031F50 .thumb
08031F50 CouldUnitUseAnyWeapon
08031FEC .thumb
08031FEC StoreRNStateToActionStruct
08031FFC .thumb
08031FFC LoadRNStateFromActionStruct
0803200C .thumb
0803200C ApplyUnitAction
08032060 .dbl:0004
08032060 jpt_8032050
08032164 .thumb
08032164 ActionRescue
080321E0 .thumb
080321E0 ActionDrop
08032270 .thumb
08032270 ActionVisitAndSieze
0803229C .thumb
0803229C ActionCombat
08032344 .thumb
08032344 ActionArena
08032358 .thumb
08032358 ActionDance
080323A8 .thumb
080323A8 ActionTalk
080323D4 .thumb
080323D4 ActionSupport
0803247C .thumb
0803247C ActionSteal
08032554 .thumb
08032554 ActionSummon
08032580 .thumb
08032580 ActionSummonDK
080325AC .thumb
080325AC SpriteJumpAnimation_Loop
08032658 .thumb
08032658 SpriteJumpAnimation_ExecAnyTrap
08032664 .thumb
08032664 SpriteJumpAnimation_Cleanup
08032674 .thumb
08032674 DropRescuedUnitIfDead
08032728 .thumb
08032728 KillUnitIfDefeatedBy
08032750 .thumb
08032750 KillUnitIfNoHealth
08032774 .thumb
08032774 BATTLE_GOTO1_IfNobodyIsDead
080327B4 .thumb
080327B4 DidUnitDie
080327C8 .thumb
080327C8 BATTLE_ProbablyMakesTheDeadUnitDissapear
08032860 .thumb
08032860 BATTLE_DeleteLinkedMOVEUNIT
0803286C .thumb
0803286C BATTLE_HandleUnitDeaths
080328D0 .thumb
080328D0 BATTLE_HandleItemDrop
080329A0 .thumb
080329A0 BATTLE_HandleActiveUnitDeath
080329D8 .thumb
080329D8 MoveCursor_SetLastCursorPosition
080329EC .thumb
080329EC MoveCursor_CutPath
08032A94 .thumb
08032A94 MoveCursor_AddMovePoint
08032B18 .thumb
08032B18 MoveCursor_GetPointIndexForPosition
08032B88 .thumb
08032B88 MoveCursor_AppendFromMoveBuffer
08032BBC .dbl:0004
08032BBC jpt_8032BB0
08032D30 .thumb
08032D30 MoveCursor_FillMovementMapForEndPoint
08032D74 .thumb
08032D74 MoveCursor_RecomputePath
08032D9C .dbl:0004
08032D9C output
08032DA0 .thumb
08032DA0 MoveCursor_8032DA0
08033258 .thumb
08033258 GetPlayerLeaderUnitId
0803334C .thumb
0803334C ClosePrepScreenMapMenu
08033358 .thumb
08033358 PrepScreenMapMenu_OnViewMap
0803336C .thumb
0803336C PrepScreenMapMenu_OnFormation
080333A4 .thumb
080333A4 PrepScreenMapMenu_OnStartPress
080333C4 .thumb
080333C4 PrepScreenMapMenu_OnBPress
0803341C .thumb
0803341C PrepScreenMapMenu_OnOptions
08033458 .thumb
08033458 PrepScreenMapMenu_OnSave
08033468 .thumb
08033468 PrepScreenMapMenu_OnDebug
080334BC .thumb
080334BC PrepScreenProc_InitMapMenu
080334CC .thumb
080334CC PrepScreenProc_DimMapImmediate
080334E8 .thumb
080334E8 PrepScreenProc_StartBrightenMap
08033514 .thumb
08033514 PrepScreenProc_StartDimMap
08033634 .thumb
08033634 PrepScreenMapMenu_OnEnd
08033648 .thumb
08033648 PrepScreenProc_StartMapMenu
0803374C .thumb
0803374C CanCharacterBePrepMoved
08033870 .thumb
08033870 InitPrepScreenUnitsAndCamera
080338C0 .thumb
080338C0 InitPrepScreenCursorPosition
08033978 .thumb
08033978 PrepScreenProc_MapIdle
08033ABC .dbl:0004
08033ABC jpt_8033AAE
08033C10 .thumb
08033C10 PrepScreen_StartUnitSwap
08033C90 .thumb
08033C90 PrepScreen_UnitSwapIdle
08033E08 .thumb
08033E08 PrepScreen_StartUnitSwapAnim
08033E8C .thumb
08033E8C InitMapChangeGraphicsIfFog
08033EA4 .thumb
08033EA4 DisplayMapChangeIfFog
08033EC0 .thumb
08033EC0 PrepScreenProc_StartConfigMenu
08033ED4 .thumb
08033ED4 PrepScreenProc_StartShopScreen
08034078 .thumb
08034078 PrepScreenProc_Cleanup
0803410C .thumb
0803410C StartPrepScreenSaveMenu
080341D0 .thumb
080341D0 PrepScreenProc_LockGame
08034200 .thumb
08034200 PrepScreenProc_HideEverythingAndUnlockGame
08034214 .thumb
08034214 ShrinkPlayerUnitList
08034278 .thumb
08034278 EndPrepScreen
08034314 .thumb
08034314 CanUnitUseVisit
080343A8 .thumb
080343A8 CanUnitUseSeize
08034428 .thumb
08034428 CanUnitUseAttack
08034470 .thumb
08034470 CanActiveUnitUseRescue
0803448C .thumb
0803448C CanActiveUnitUseTrade
080344A8 .thumb
080344A8 GetUnitCommandUseFlags
08034618 .thumb
08034618 GetChapterDefinition
08034640 .thumb
08034640 GetChapterMapPointer
08034684 .thumb
08034684 GetChapterMapChangesPointer
080346B0 .thumb
080346B0 GetChapterEventDataPointer
08034704 .thumb
08034704 IsDifficultMode
080347A8 .thumb
080347A8 NewUnitInfoWindow
080347D4 .thumb
080347D4 UnitInfoWindow_PositionUnitName
0803483C .thumb
0803483C UnitInfoWindow_DrawBase
080349D4 .thumb
080349D4 GetUnitInfoWindowX
08034C18 .thumb
08034C18 NewUnitInfoWindow_WithAllLines
08034E5C .thumb
08034E5C DrawHammerneUnitInfoWindow
08035204 .thumb
08035204 SetupUnitRescueWindow
08035708 .thumb
08035708 StartBottomHelpText
08035748 .thumb
08035748 EndBottomHelpText
08035758 .thumb
08035758 IsBottomHelpTextActive
0803592C .thumb
0803592C ExecSelfDamage
080361F4 .dbl:0004
080361F4 jpt_80361E8
08036594 .thumb
08036594 BattleForecase_SetupLabelText
080365E4 .thumb
080365E4 DrawUnitNameForBattleForecast
0803666C .thumb
0803666C AddWeaponStatsAfterRound
080366A0 .thumb
080366A0 BKSEL_SetupHitAndSuchStats
08036818 .thumb
08036818 BKSEL_DrawStandard
08036A70 .thumb
08036A70 BKSEL_DrawDetailed
08036CD0 .thumb
08036CD0 BKSEL_Draw
08036D9C .thumb
08036D9C BKSEL_InitGfx
08036E1C .thumb
08036E1C BKSEL_Destructor
08036E2C .thumb
08036E2C BKSEL_Display
080372D4 .thumb
080372D4 MapEventEngineExists_
0803730C .thumb
0803730C StartBattleForecast
080374F4 .thumb
080374F4 MineFireTrap_DoSomeBWLStuffWhenKill
08037510 .thumb
08037510 FireTrap_StartGfx
08037528 .thumb
08037528 MineTrap_StartGfx
08037540 .thumb
08037540 MineFireTrap_8037540
080375A0 .thumb
080375A0 MineFireTrap_80375A0
080375E8 .thumb
080375E8 GetTriggeredTrapType
08037660 .thumb
08037660 ExecTrap
08037744 .thumb
08037744 HandlePostActionTraps
080377CC .thumb
080377CC ExecTrapForActionTarget
08037830 .thumb
08037830 ExecTrap_QuietMaybe
08037840 .thumb
08037840 LoadTrapData
08037864 .dbl:0004
08037864 jpt_803785E
08037910 .thumb
